,value
2503,69377
2504,65509
2505,17632
2506,57304
2507,14270
2508,1352
2509,16811
2510,34433
2511,28931
2512,3915
2513,35685
2514,49834
2515,51594
2516,90685
2517,85269
2518,64926
2519,94637
2520,34023
2521,99952
2522,55283
2523,15830
2524,4958
2525,89784
2526,69453
2527,16350
2528,73394
2529,34012
2530,65879
2531,18954
2532,55387
2533,30764
2534,66967
2535,60473
2536,48327
2537,63103
2538,59375
2539,34682
2540,46633
2541,36801
2542,51127
2543,55736
2544,68183
2545,99407
2546,85604
2547,11427
2548,10943
2549,49244
2550,82001
2551,68572
2552,90777
2553,95270
2554,86133
2555,30919
2556,92742
2557,74242
2558,19247
2559,1360
2560,27972
2561,68591
2562,22819
2563,91052
2564,70289
2565,71133
2566,84388
2567,73099
2568,59809
2569,66642
2570,91752
2571,41093
2572,80740
2573,94019
2574,98386
2575,44524
2576,20925
2577,6456
2578,88975
2579,4245
2580,88053
2581,13388
2582,88052
2583,59003
2584,67163
2585,44694
2586,17587
2587,73932
2588,47826
2589,44493
2590,21545
2591,20544
2592,27012
2593,45021
2594,94625
2595,38617
2596,98241
2597,46684
2598,27604
2599,41059
2600,92133
2601,83997
2602,19110
2603,84152
2604,5555
2605,31264
2606,98020
2607,66037
2608,40665
2609,22506
2610,45426
2611,13066
2612,32129
2613,94013
2614,58423
2615,69536
2616,16919
2617,66706
2618,90033
2619,77915
2620,97478
2621,98770
2622,90099
2623,26684
2624,4455
2625,45181
2626,72334
2627,84
2628,71246
2629,38600
2630,40848
2631,56553
2632,36776
2633,81112
2634,46081
2635,51197
2636,27581
2637,18811
2638,40725
2639,2916
2640,58422
2641,2715
2642,83838
2643,75688
2644,96954
2645,91146
2646,65097
2647,2627
2648,19070
2649,26290
2650,96902
2651,83354
2652,6601
2653,54454
2654,9908
2655,3147
2656,25544
2657,46852
2658,42883
2659,16795
2660,36993
2661,74186
2662,84781
2663,85162
2664,58096
2665,12076
2666,84266
2667,55978
2668,23793
2669,46227
2670,61477
2671,2854
2672,41804
2673,95637
2674,93623
2675,96705
2676,37488
2677,63166
2678,58454
2679,22675
2680,66936
2681,84402
2682,75646
2683,29872
2684,26825
2685,51152
2686,96174
2687,98994
2688,43067
2689,66290
2690,73533
2691,9064
2692,59191
2693,44432
2694,29029
2695,4464
2696,47978
2697,26593
2698,67969
2699,85573
2700,47520
2701,43519
2702,5916
2703,53692
2704,33845
2705,40407
2706,60694
2707,65485
2708,32004
2709,40941
2710,73945
2711,14483
2712,72088
2713,74291
2714,29460
2715,91633
2716,27686
2717,58027
2718,56819
2719,37918
2720,1317
2721,54798
2722,90046
2723,63210
2724,44020
2725,4706
2726,70439
2727,93765
2728,87879
2729,49381
2730,75756
2731,32139
2732,10572
2733,52256
2734,17316
2735,49686
2736,84312
2737,7566
2738,92430
2739,30477
2740,21480
2741,43352
2742,50832
2743,13327
2744,69656
2745,13534
2746,66300
2747,87297
2748,99075
2749,40482
2750,57769
2751,74775
2752,73690
2753,75701
2754,61268
2755,74104
2756,85637
2757,98708
2758,5262
2759,36358
2760,63622
2761,65089
2762,69483
2763,4289
2764,78349
2765,55598
2766,48332
2767,86350
2768,81645
2769,52639
2770,75252
2771,56436
2772,20414
2773,65944
2774,38082
2775,7200
2776,9659
2777,22070
2778,60265
2779,85335
2780,75813
2781,9227
2782,97402
2783,54318
2784,56858
2785,34918
2786,4470
2787,66126
2788,96923
2789,24138
2790,24963
2791,79879
2792,52324
2793,14780
2794,23383
2795,52260
2796,86707
2797,52300
2798,51476
2799,48459
2800,76380
2801,14323
2802,79405
2803,11924
2804,12295
2805,50667
2806,7339
2807,15921
2808,67453
2809,14883
2810,26311
2811,33703
2812,16857
2813,52662
2814,94119
2815,69546
2816,40755
2817,42541
2818,62649
2819,30382
2820,9050
2821,28316
2822,64915
2823,17737
2824,27380
2825,24671
2826,71141
2827,80936
2828,71307
2829,37338
2830,51550
2831,64032
2832,50336
2833,39501
2834,82543
2835,98997
2836,41049
2837,73002
2838,64575
2839,4905
2840,41157
2841,72199
2842,61704
2843,63214
2844,83434
2845,86069
2846,1581
2847,60428
2848,70904
2849,25974
2850,32197
2851,3630
2852,61332
2853,46274
2854,40295
2855,22734
2856,27927
2857,62991
2858,47775
2859,32258
2860,44404
2861,74823
2862,37318
2863,73901
2864,19686
2865,83095
2866,67297
2867,75317
2868,23991
2869,17127
2870,90852
2871,9924
2872,22619
2873,14256
2874,99735
2875,57633
2876,83756
2877,6398
2878,65790
2879,3341
2880,56025
2881,10939
2882,18038
2883,40213
2884,93397
2885,53313
2886,88109
2887,21532
2888,67157
2889,54010
2890,64175
2891,39054
2892,71729
2893,58521
2894,63296
2895,76211
2896,91067
2897,58452
2898,66088
2899,29463
2900,39591
2901,29055
2902,37689
2903,18901
2904,70640
2905,65827
2906,51967
2907,90845
2908,16094
2909,28620
2910,9001
2911,11348
2912,64353
2913,63948
2914,9133
2915,26961
2916,88980
2917,38116
2918,96266
2919,42091
2920,2463
2921,66064
2922,23541
2923,60312
2924,6809
2925,97027
2926,31981
2927,4560
2928,74741
2929,60352
2930,95126
2931,35849
2932,34660
2933,16493
2934,98382
2935,19189
2936,31869
2937,81161
2938,23550
2939,2975
2940,53952
2941,37446
2942,1164
2943,49111
2944,67699
2945,99411
2946,97713
2947,47360
2948,91406
2949,18118
2950,78050
2951,26954
2952,79439
2953,12000
2954,56111
2955,91422
2956,19628
2957,71651
2958,5153
2959,53022
2960,38343
2961,67239
2962,91819
2963,96514
2964,84984
2965,44629
2966,69629
2967,38215
2968,99741
2969,63815
2970,58461
2971,10485
2972,9155
2973,71442
2974,36358
2975,71060
2976,63169
2977,66295
2978,26172
2979,2070
2980,85339
2981,80862
2982,15059
2983,72624
2984,25789
2985,92054
2986,41019
2987,58271
2988,11240
2989,21863
2990,21328
2991,2756
2992,29467
2993,52368
2994,9557
2995,42399
2996,3730
2997,4068
2998,3989
2999,23340
3000,16959
3001,90445
3002,53585
3003,47119
3004,59178
3005,84872
3006,70208
3007,71311
3008,95988
3009,11659
3010,41830
3011,30791
3012,748
3013,6173
3014,2854
3015,1801
3016,31554
3017,63708
3018,89703
3019,34668
3020,95062
3021,19536
3022,844
3023,66930
3024,9041
3025,22907
3026,43785
3027,50068
3028,19097
3029,62
3030,93903
3031,60250
3032,38613
3033,13211
3034,50013
3035,37305
3036,38539
3037,95442
3038,76324
3039,20051
3040,71920
3041,24967
3042,99772
3043,22711
3044,79229
3045,35010
3046,96476
3047,57377
3048,33369
3049,11224
3050,70279
3051,98195
3052,93387
3053,46789
3054,77679
3055,8888
3056,19247
3057,23513
3058,65531
3059,39706
3060,50557
3061,29170
3062,63584
3063,33088
3064,29932
3065,51027
3066,73041
3067,47940
3068,32960
3069,19839
3070,54737
3071,59823
3072,51244
3073,21502
3074,75570
3075,74630
3076,49686
3077,41342
3078,33616
3079,38723
3080,54375
3081,46142
3082,78321
3083,7021
3084,65634
3085,30694
3086,3774
3087,90442
3088,69826
3089,54731
3090,31964
3091,25087
3092,62712
3093,7498
3094,49708
3095,32164
3096,34569
3097,91163
3098,7101
3099,30690
3100,12752
3101,68081
3102,70438
3103,22252
3104,9307
3105,68039
3106,59632
3107,65998
3108,31716
3109,74650
3110,15719
3111,69858
3112,7378
3113,71539
3114,49031
3115,14577
3116,39094
3117,94989
3118,12426
3119,15433
3120,91216
3121,59133
3122,43351
3123,30011
3124,12752
3125,88108
3126,2810
3127,77904
3128,53570
3129,47083
3130,78601
3131,85174
3132,25688
3133,36906
3134,4620
3135,1602
3136,44585
3137,78271
3138,85248
3139,84452
3140,18357
3141,79021
3142,50747
3143,87263
3144,34103
3145,10830
3146,79050
3147,1458
3148,3208
3149,79743
3150,13882
3151,10873
3152,41024
3153,19173
3154,22695
3155,88022
3156,52784
3157,99455
3158,58468
3159,9998
3160,76298
3161,33151
3162,76132
3163,8045
3164,98966
3165,58478
3166,48815
3167,90682
3168,61498
3169,9153
3170,21520
3171,71270
3172,97650
3173,3658
3174,70160
3175,81665
3176,27742
3177,62128
3178,35188
3179,9913
3180,64331
3181,32785
3182,59021
3183,57909
3184,39857
3185,88479
3186,49622
3187,10783
3188,42494
3189,37273
3190,63515
3191,62638
3192,43275
3193,24771
3194,22057
3195,12625
3196,73849
3197,29595
3198,5540
3199,6667
3200,89618
3201,16796
3202,71386
3203,85538
3204,73384
3205,69367
3206,24606
3207,79799
3208,11469
3209,3742
3210,31228
3211,9401
3212,37550
3213,36076
3214,22001
3215,69373
3216,25361
3217,42923
3218,54103
3219,49085
3220,84804
3221,37984
3222,39167
3223,83530
3224,90790
3225,68205
3226,71534
3227,618
3228,92784
3229,65279
3230,22495
3231,60764
3232,87065
3233,72377
3234,46716
3235,26576
3236,11814
3237,93164
3238,63585
3239,4003
3240,25257
3241,46286
3242,98610
3243,1743
3244,64662
3245,50202
3246,76355
3247,24884
3248,51568
3249,94096
3250,25692
3251,11520
3252,83024
3253,71035
3254,26584
3255,24502
3256,51530
3257,81446
3258,67337
3259,48072
3260,75169
3261,83874
3262,8129
3263,43346
3264,4250
3265,11443
3266,43283
3267,84340
3268,98240
3269,61450
3270,62844
3271,32406
3272,92908
3273,98863
3274,30536
3275,48370
3276,16425
3277,4217
3278,27317
3279,8818
3280,88683
3281,92672
3282,45317
3283,3257
3284,95761
3285,91956
3286,40383
3287,3412
3288,77832
3289,32280
3290,83871
3291,10513
3292,20731
3293,84392
3294,6633
3295,66130
3296,57340
3297,96211
3298,44023
3299,80711
3300,23210
3301,78291
3302,84365
3303,48552
3304,78069
3305,8795
3306,56594
3307,99206
3308,26235
3309,65353
3310,47760
3311,31781
3312,78049
3313,53995
3314,40140
3315,80584
3316,41222
3317,69903
3318,53365
3319,24340
3320,86252
3321,4032
3322,53855
3323,34388
3324,73472
3325,65931
3326,1836
3327,24866
3328,3465
3329,1508
3330,23915
3331,27162
3332,64960
3333,47957
3334,52036
3335,93374
3336,13359
3337,99401
3338,91535
3339,41541
3340,54522
3341,81159
3342,29968
3343,83011
3344,10283
3345,56148
3346,9419
3347,63420
3348,50230
3349,52431
3350,29258
3351,88315
3352,53293
3353,87427
3354,23504
3355,58798
3356,72309
3357,40078
3358,10189
3359,75021
3360,88409
3361,81811
3362,58610
3363,4206
3364,70627
3365,67911
3366,2719
3367,62487
3368,65482
3369,20874
3370,96950
3371,99192
3372,50061
3373,55284
3374,75142
3375,56427
3376,38250
3377,6726
3378,26746
3379,91972
3380,60936
3381,9449
3382,38631
3383,52292
3384,61858
3385,17568
3386,99084
3387,35725
3388,72235
3389,75072
3390,72281
3391,49162
3392,73348
3393,80310
3394,28308
3395,49676
3396,57939
3397,28555
3398,9902
3399,46929
3400,27176
3401,90055
3402,90786
3403,1459
3404,28468
3405,35746
3406,34056
3407,45864
3408,52171
3409,61901
3410,3113
3411,62773
3412,49960
3413,79792
3414,75512
3415,63619
3416,42863
3417,14419
3418,73032
3419,21664
3420,80378
3421,18849
3422,34503
3423,71523
3424,65683
3425,70695
3426,33952
3427,83144
3428,9352
3429,69305
3430,13746
3431,80141
3432,56949
3433,92135
3434,1577
3435,8401
3436,31187
3437,90832
3438,63444
3439,38414
3440,81915
3441,58310
3442,96988
3443,96862
3444,51222
3445,15978
3446,56907
3447,48947
3448,11547
3449,2251
3450,24891
3451,79654
3452,13050
3453,4347
3454,39281
3455,26111
3456,13040
3457,45016
3458,89313
3459,35086
3460,55815
3461,91967
3462,53094
3463,70293
3464,29041
3465,39453
3466,52122
3467,36007
3468,38588
3469,9201
3470,29917
3471,55837
3472,48879
3473,98961
3474,979
3475,52434
3476,25442
3477,58701
3478,22703
3479,78726
3480,99270
3481,70151
3482,39261
3483,98673
3484,50471
3485,46319
3486,69063
3487,64348
3488,57387
3489,88497
3490,68199
3491,3394
3492,14397
3493,13207
3494,61307
3495,58190
3496,44225
3497,65423
3498,74467
3499,44597
3500,31208
3501,81286
3502,76078
3503,1587
3504,45104
3505,56455
3506,62111
3507,1134
3508,38769
3509,60896
3510,92876
3511,39764
3512,34360
3513,21159
3514,1269
3515,38115
3516,67369
3517,54047
3518,49231
3519,65775
3520,97815
3521,65817
3522,25670
3523,52735
3524,46344
3525,97694
3526,82622
3527,19788
3528,69794
3529,65073
3530,59044
3531,22097
3532,11356
3533,68044
3534,96183
3535,75742
3536,4687
3537,2980
3538,50835
3539,37344
3540,6093
3541,33502
3542,97350
3543,89530
3544,42286
3545,26631
3546,92732
3547,82722
3548,13474
3549,13936
3550,20286
3551,47100
3552,6881
3553,36506
3554,18146
3555,37789
3556,57335
3557,4697
3558,80275
3559,6081
3560,37351
3561,91142
3562,43969
3563,18915
3564,56958
3565,7869
3566,71886
3567,44297
3568,10735
3569,57253
3570,26978
3571,94190
3572,93016
3573,86059
3574,55773
3575,45670
3576,35474
3577,30872
3578,45699
3579,77465
3580,96987
3581,9197
3582,64245
3583,91282
3584,77949
3585,30958
3586,47269
3587,8138
3588,2022
3589,73432
3590,61426
3591,6031
3592,39578
3593,84884
3594,28701
3595,68444
3596,31215
3597,44056
3598,84512
3599,84563
3600,70154
3601,75846
3602,10671
3603,88284
3604,27994
3605,87115
3606,40135
3607,75519
3608,59590
3609,90398
3610,36140
3611,70960
3612,74969
3613,65946
3614,16474
3615,14938
3616,93805
3617,56926
3618,12440
3619,53030
3620,58028
3621,11975
3622,57327
3623,3752
3624,37923
3625,50756
3626,68834
3627,45611
3628,16682
3629,19124
3630,36461
3631,88975
3632,34803
3633,77772
3634,50218
3635,5646
3636,48209
3637,51630
3638,82564
3639,9039
3640,23033
3641,20142
3642,13511
3643,12128
3644,83981
3645,7396
3646,13394
3647,90912
3648,70678
3649,8248
3650,23841
3651,79609
3652,91075
3653,96307
3654,34512
3655,10447
3656,49188
3657,73497
3658,36844
3659,60836
3660,1543
3661,96860
3662,39224
3663,46167
3664,76736
3665,69822
3666,85149
3667,31991
3668,72308
3669,14783
3670,97372
3671,38652
3672,97132
3673,50500
3674,11602
3675,88263
3676,71769
3677,63872
3678,35919
3679,53865
3680,6747
3681,80241
3682,64736
3683,65775
3684,4105
3685,76737
3686,92935
3687,61765
3688,8173
3689,53783
3690,51101
3691,60478
3692,60238
3693,33856
3694,91150
3695,61890
3696,84742
3697,14099
3698,66159
3699,9352
3700,37330
3701,65567
3702,23485
3703,29784
3704,97587
3705,95582
3706,91741
3707,18781
3708,37275
3709,65737
3710,11907
3711,97621
3712,94997
3713,10608
3714,68335
3715,19332
3716,10853
3717,16794
3718,72927
3719,2785
3720,80800
3721,3052
3722,39754
3723,18151
3724,66630
3725,16013
3726,45239
3727,58993
3728,94443
3729,53215
3730,67159
3731,33388
3732,14342
3733,89636
3734,12646
3735,84678
3736,58366
3737,94872
3738,60511
3739,86834
3740,91674
3741,22224
3742,8930
3743,6080
3744,70154
3745,61764
3746,38462
3747,96478
3748,49102
3749,19308
3750,14416
3751,8300
3752,4764
3753,56288
3754,12205
3755,22445
3756,72082
3757,39092
3758,44273
3759,19749
3760,71531
3761,14504
3762,21995
3763,20406
3764,97387
3765,47913
3766,13505
3767,20698
3768,32387
3769,18045
3770,38631
3771,95126
3772,30627
3773,63229
3774,62160
3775,64989
3776,32239
3777,76097
3778,43477
3779,45986
3780,86155
3781,12763
3782,49342
3783,89322
3784,48920
3785,78613
3786,6309
3787,69926
3788,32201
3789,45564
3790,59553
3791,78302
3792,72596
3793,12065
3794,33160
3795,93364
3796,29797
3797,622
3798,53313
3799,8614
3800,49665
3801,85904
3802,68993
3803,3295
3804,86814
3805,43406
3806,62461
3807,13250
3808,55766
3809,14684
3810,1025
3811,94558
3812,1097
3813,42517
3814,68443
3815,49500
3816,62450
3817,82459
3818,28113
3819,87560
3820,5560
3821,70405
3822,58064
3823,34547
3824,91214
3825,96903
3826,63269
3827,53999
3828,13369
3829,80865
3830,11465
3831,4793
3832,82118
3833,33690
3834,80648
3835,26925
3836,73805
3837,46942
3838,66578
3839,39035
3840,5304
3841,24309
3842,87411
3843,44299
3844,79497
3845,85935
3846,12155
3847,53049
3848,89988
3849,98859
3850,69267
3851,11958
3852,92410
3853,77740
3854,74584
3855,52786
3856,52258
3857,42553
3858,56203
3859,37359
3860,57165
3861,16167
3862,5324
3863,85943
3864,94616
3865,42760
3866,26438
3867,34085
3868,33567
3869,67425
3870,70759
3871,81272
3872,35168
3873,20418
3874,43348
3875,16926
3876,31734
3877,54519
3878,30056
3879,57055
3880,99651
3881,97335
3882,78110
3883,91245
3884,88316
3885,9683
3886,45456
3887,64850
3888,83958
3889,86194
3890,42540
3891,98332
3892,42555
3893,66089
3894,6673
3895,31102
3896,90592
3897,38217
3898,24684
3899,59031
3900,86493
3901,57457
3902,77562
3903,63909
3904,72372
3905,99988
3906,71124
3907,20092
3908,92732
3909,32183
3910,69287
3911,5785
3912,78757
3913,44578
3914,59086
3915,91631
3916,51253
3917,2164
3918,53123
3919,96690
3920,57440
3921,49783
3922,92040
3923,26052
3924,40802
3925,53777
3926,29754
3927,60549
3928,40787
3929,71078
3930,32747
3931,36304
3932,31881
3933,45387
3934,48086
3935,77930
3936,79391
3937,16785
3938,72090
3939,10276
3940,77903
3941,3956
3942,78877
3943,36553
3944,69561
3945,78094
3946,14110
3947,83326
3948,37288
3949,81302
3950,74368
3951,12012
3952,93733
3953,69672
3954,5205
3955,2867
3956,75470
3957,57164
3958,50592
3959,24599
3960,12937
3961,83927
3962,38459
3963,61813
3964,8485
3965,95926
3966,12485
3967,39512
3968,17522
3969,34820
3970,32759
3971,15176
3972,84185
3973,43125
3974,56973
3975,68082
3976,27996
3977,54943
3978,24747
3979,37020
3980,85291
3981,73049
3982,41561
3983,11882
3984,27335
3985,82151
3986,96941
3987,53769
3988,17420
3989,48454
3990,93261
3991,84739
3992,74150
3993,83505
3994,79588
3995,95132
3996,99805
3997,44474
3998,78967
3999,49666
4000,30021
4001,18998
4002,4629
4003,19824
4004,5010
4005,43333
4006,45002
4007,25135
4008,99997
4009,3832
4010,866
4011,45644
4012,65728
4013,42276
4014,93326
4015,78529
4016,85077
4017,44693
4018,9630
4019,58186
4020,99506
4021,89762
4022,59876
4023,95967
4024,94161
4025,4898
4026,2684
4027,42365
4028,56224
4029,30492
4030,26022
4031,13578
4032,65469
4033,10426
4034,18762
4035,10527
4036,63797
4037,70760
4038,13693
4039,3849
4040,99014
4041,46048
4042,47775
4043,38970
4044,7810
4045,54250
4046,39731
4047,70001
4048,29523
4049,58430
4050,4881
4051,15398
4052,99499
4053,52952
4054,6018
4055,72803
4056,16713
4057,93698
4058,52856
4059,47156
4060,62402
4061,16909
4062,91048
4063,31200
4064,39196
4065,74628
4066,80031
4067,96113
4068,60498
4069,41131
4070,41518
4071,64200
4072,5066
4073,67334
4074,36809
4075,6111
4076,4319
4077,2649
4078,60275
4079,2033
4080,97965
4081,26629
4082,67064
4083,83857
4084,58897
4085,270
4086,65484
4087,95426
4088,11263
4089,77971
4090,81746
4091,58233
4092,17452
4093,21157
4094,12155
4095,23913
4096,1240
4097,91065
4098,12366
4099,53825
4100,19257
4101,74367
4102,51710
4103,47206
4104,24592
4105,24549
4106,59513
4107,21473
4108,64949
4109,18402
4110,67818
4111,27177
4112,14602
4113,2566
4114,66356
4115,23285
4116,66574
4117,77108
4118,97510
4119,50195
4120,16887
4121,33049
4122,92638
4123,63608
4124,8716
4125,53369
4126,16186
4127,11734
4128,87191
4129,20801
4130,82141
4131,91402
4132,18679
4133,54466
4134,51722
4135,21225
4136,15066
4137,74439
4138,67051
4139,59707
4140,29508
4141,15732
4142,74692
4143,53922
4144,68574
4145,42339
4146,30258
4147,7679
4148,33701
4149,92039
4150,75359
4151,47955
4152,40590
4153,66504
4154,28634
4155,59333
4156,77706
4157,68000
4158,4125
4159,9240
4160,6755
4161,5447
4162,99818
4163,49211
4164,98638
4165,39774
4166,53440
4167,89588
4168,64040
4169,32420
4170,62593
4171,70722
4172,88659
4173,62415
4174,9663
4175,24494
4176,1518
4177,99146
4178,21054
4179,65294
4180,94863
4181,60929
4182,84005
4183,21244
4184,4283
4185,30741
4186,66875
4187,46119
4188,88139
4189,44637
4190,21398
4191,51180
4192,31250
4193,60344
4194,41109
4195,27043
4196,56857
4197,22246
4198,63934
4199,67782
4200,34599
4201,13307
4202,55379
4203,21799
4204,38266
4205,17110
4206,50926
4207,24272
4208,95967
4209,22465
4210,91991
4211,30396
4212,54220
4213,85898
4214,85668
4215,77816
4216,38493
4217,40039
4218,63094
4219,75193
4220,6901
4221,63370
4222,20425
4223,41679
4224,34291
4225,13488
4226,26453
4227,9855
4228,30434
4229,81201
4230,54542
4231,74611
4232,60466
4233,8378
